Model,R2 Score,RMSE,MAE
SVM (向量機模型),0.9948615991785101,0.65599955827089,0.4917089877577967
Ensemble (梯度提升),0.9938537499940832,0.7174550033115532,0.5433919665685604
Tree (樹模型),0.9930890481952654,0.7607789539906464,0.5699106865356877
Ensemble (隨機森林),0.9925130017337325,0.7918509170126514,0.5985642676767743
Kernel (核嶺回歸),0.9906742296959755,0.8837550631706134,0.6866391861980374
GPR (高斯過程回歸),0.06483198760982845,8.849818815169261,7.195903886190145
NN (神經網絡模型),-0.4116546154048748,10.873110055982908,9.161124980302592
